SoilType,Season,Rainfall_mm,Temp_C,Humidity_%,RecommendedCrop
Red,Zaid,646,33.6,65,Soybean
Red,Zaid,838,31.7,65,Soybean
Red,Kharif,659,32.1,63,Soybean
Red,Kharif,659,29.2,57,Soybean
Red,Zaid,826,28.2,51,Soybean
Red,Rabi,819,33.3,65,Soybean
Red,Rabi,841,32.5,54,Soybean
Red,Zaid,730,28.3,50,Soybean
Red,Zaid,785,30.3,61,Soybean
Red,Rabi,838,31.5,53,Soybean
Red,Rabi,693,32.4,62,Soybean
Red,Zaid,757,33.2,60,Soybean
Red,Rabi,795,28.4,54,Soybean
Red,Zaid,809,29.2,62,Soybean
Red,Zaid,789,31.3,62,Soybean
Red,Zaid,877,28.3,55,Soybean
Red,Zaid,627,31.8,64,Soybean
Red,Zaid,812,30.9,57,Soybean
Red,Rabi,679,34.3,62,Soybean
Red,Rabi,821,34.8,54,Soybean
Red,Zaid,865,30.7,53,Soybean
Red,Rabi,842,30.9,52,Soybean
Red,Rabi,754,31.3,52,Soybean
Red,Zaid,805,30.6,54,Soybean
Red,Zaid,832,28.7,53,Soybean
Red,Zaid,630,32.4,50,Soybean
Red,Rabi,669,32.6,59,Soybean
Red,Zaid,605,30.0,64,Soybean
Red,Zaid,832,32.2,64,Soybean
Red,Kharif,847,33.0,62,Soybean
Red,Zaid,627,28.4,61,Soybean
Red,Kharif,698,33.2,63,Soybean
Red,Kharif,801,31.0,61,Soybean
Red,Rabi,719,30.2,55,Soybean
Red,Rabi,832,28.4,54,Soybean
Red,Rabi,866,32.4,52,Soybean
Red,Rabi,866,31.2,63,Soybean
Red,Kharif,663,29.7,57,Soybean
Red,Kharif,719,30.9,62,Soybean
Red,Kharif,827,30.2,61,Soybean
Red,Rabi,795,30.4,56,Soybean
Red,Zaid,782,34.4,52,Soybean
Red,Zaid,727,34.1,64,Soybean
Red,Zaid,687,33.4,53,Soybean
Red,Kharif,848,32.0,62,Soybean
Red,Kharif,843,33.1,51,Soybean
Red,Zaid,736,29.1,52,Soybean
Red,Kharif,608,33.0,52,Soybean
Red,Zaid,853,30.4,64,Soybean
Red,Rabi,865,29.3,55,Soybean
Red,Rabi,854,31.6,57,Soybean
Red,Rabi,734,30.6,53,Soybean
Red,Kharif,780,28.5,54,Soybean
Red,Kharif,728,30.8,54,Soybean
Red,Rabi,662,34.0,62,Soybean
Red,Kharif,658,31.1,57,Soybean
Red,Zaid,828,32.0,63,Soybean
Red,Rabi,758,30.2,56,Soybean
Red,Zaid,671,31.7,61,Soybean
Red,Zaid,634,34.4,58,Soybean
Red,Kharif,833,33.2,58,Soybean
Red,Rabi,780,34.5,53,Soybean
Red,Kharif,799,30.3,52,Soybean
Red,Rabi,630,28.8,61,Soybean
Red,Kharif,898,32.5,64,Soybean
Red,Rabi,857,31.3,58,Soybean
Red,Zaid,857,34.7,57,Soybean
Red,Kharif,808,28.0,61,Soybean
Red,Zaid,739,28.3,50,Soybean
Red,Kharif,818,33.6,61,Soybean
Red,Zaid,864,32.0,59,Soybean
Red,Rabi,809,34.1,61,Soybean
Red,Rabi,843,31.4,53,Soybean
Red,Kharif,753,28.4,58,Soybean
Red,Kharif,674,33.7,50,Soybean
Red,Zaid,839,30.2,58,Soybean
Red,Rabi,669,30.7,56,Soybean
Red,Rabi,727,33.2,55,Soybean
Red,Rabi,697,34.8,59,Soybean
Red,Zaid,699,30.8,63,Soybean
Red,Kharif,759,29.2,54,Soybean
Red,Zaid,720,30.7,51,Soybean
Red,Rabi,626,33.0,53,Soybean
Red,Kharif,826,34.6,61,Soybean
Red,Zaid,781,30.5,54,Soybean
Red,Zaid,604,34.0,64,Soybean
Red,Kharif,807,29.6,54,Soybean
Red,Zaid,647,34.8,62,Soybean
Red,Rabi,741,32.7,60,Soybean
Red,Zaid,836,30.9,63,Soybean
Red,Zaid,664,31.8,59,Soybean
Red,Zaid,712,33.4,56,Soybean
Red,Rabi,878,29.7,50,Soybean
Red,Zaid,795,34.3,51,Soybean
Red,Kharif,695,28.0,63,Soybean
Red,Kharif,845,28.1,65,Soybean
Red,Kharif,773,34.9,65,Soybean
Red,Zaid,669,34.8,51,Soybean
Red,Kharif,750,28.6,51,Soybean
Red,Kharif,650,30.7,63,Soybean
Red,Kharif,667,28.2,50,Soybean
Red,Rabi,731,31.9,52,Soybean
Red,Zaid,688,29.2,52,Soybean
Red,Zaid,860,32.4,60,Soybean
Red,Kharif,742,32.2,53,Soybean
Red,Kharif,657,33.5,65,Soybean
Red,Rabi,767,28.1,52,Soybean
Red,Rabi,749,31.8,55,Soybean
Red,Rabi,717,29.4,56,Soybean
Red,Rabi,829,30.2,63,Soybean
Red,Rabi,627,30.1,54,Soybean
Red,Kharif,830,30.8,53,Soybean
Red,Kharif,873,32.3,57,Soybean
Red,Zaid,823,31.8,62,Soybean
Red,Rabi,713,29.8,55,Soybean
Red,Rabi,863,33.7,61,Soybean
Laterite,Zaid,956,29.6,71,Ragi
Laterite,Rabi,784,27.0,60,Ragi
Laterite,Zaid,1105,25.8,64,Ragi
Laterite,Zaid,868,25.7,69,Ragi
Laterite,Rabi,910,29.0,70,Ragi
Laterite,Kharif,716,25.6,66,Ragi
Laterite,Kharif,839,25.7,74,Ragi
Laterite,Kharif,1179,28.0,63,Ragi
Laterite,Kharif,968,29.3,63,Ragi
Laterite,Zaid,1169,26.5,69,Ragi
Laterite,Zaid,804,26.3,68,Ragi
Laterite,Kharif,867,28.1,72,Ragi
Laterite,Kharif,1166,29.5,70,Ragi
Laterite,Kharif,1116,25.4,64,Ragi
Laterite,Zaid,1162,28.0,68,Ragi
Laterite,Zaid,873,29.9,69,Ragi
Laterite,Zaid,1127,28.6,72,Ragi
Laterite,Rabi,1125,29.0,70,Ragi
Laterite,Kharif,1137,25.2,65,Ragi
Laterite,Rabi,1184,28.8,61,Ragi
Laterite,Rabi,871,27.1,65,Ragi
Laterite,Rabi,1049,28.2,75,Ragi
Laterite,Kharif,841,27.7,69,Ragi
Laterite,Kharif,925,29.0,67,Ragi
Laterite,Kharif,1175,27.6,62,Ragi
Laterite,Zaid,747,28.4,70,Ragi
Laterite,Kharif,1117,26.5,71,Ragi
Laterite,Zaid,792,27.0,72,Ragi
Laterite,Kharif,1169,25.3,68,Ragi
Laterite,Rabi,886,25.6,71,Ragi
Laterite,Kharif,1003,30.0,64,Ragi
Laterite,Rabi,996,27.7,62,Ragi
Laterite,Zaid,1107,29.0,62,Ragi
Laterite,Kharif,1060,27.7,68,Ragi
Laterite,Kharif,882,26.7,68,Ragi
Laterite,Rabi,735,26.6,62,Ragi
Laterite,Rabi,960,28.9,69,Ragi
Laterite,Rabi,1042,28.1,67,Ragi
Laterite,Kharif,1001,27.3,63,Ragi
Laterite,Zaid,859,26.7,69,Ragi
Laterite,Zaid,973,29.6,63,Ragi
Laterite,Rabi,941,26.1,64,Ragi
Laterite,Kharif,710,25.0,60,Ragi
Laterite,Kharif,1024,29.7,72,Ragi
Laterite,Rabi,897,26.3,63,Ragi
Laterite,Rabi,1095,25.2,67,Ragi
Laterite,Rabi,898,26.3,61,Ragi
Laterite,Rabi,777,27.4,71,Ragi
Laterite,Kharif,1083,26.2,60,Ragi
Laterite,Rabi,750,29.1,66,Ragi
Laterite,Zaid,925,25.8,73,Ragi
Laterite,Kharif,887,27.2,65,Ragi
Laterite,Zaid,1072,29.3,61,Ragi
Laterite,Zaid,1017,26.0,64,Ragi
Laterite,Kharif,1087,25.6,71,Ragi
Laterite,Zaid,1175,26.8,74,Ragi
Laterite,Rabi,1124,26.6,75,Ragi
Laterite,Zaid,889,26.1,65,Ragi
Laterite,Zaid,1099,26.9,63,Ragi
Laterite,Rabi,810,25.9,66,Ragi
Laterite,Kharif,1130,30.0,71,Ragi
Laterite,Rabi,1129,28.8,66,Ragi
Laterite,Rabi,808,27.7,68,Ragi
Laterite,Zaid,1090,28.5,66,Ragi
Laterite,Kharif,1182,25.6,72,Ragi
Laterite,Rabi,1086,29.7,67,Ragi
Laterite,Rabi,755,28.7,60,Ragi
Laterite,Zaid,870,29.9,68,Ragi
Laterite,Rabi,704,25.7,73,Ragi
Laterite,Kharif,853,26.4,63,Ragi
Laterite,Rabi,741,29.2,72,Ragi
Laterite,Rabi,706,25.9,62,Ragi
Laterite,Rabi,945,29.9,64,Ragi
Laterite,Kharif,861,27.1,71,Ragi
Laterite,Rabi,973,26.6,67,Ragi
Laterite,Kharif,726,27.3,72,Ragi
Laterite,Rabi,856,27.6,69,Ragi
Laterite,Kharif,875,25.1,62,Ragi
Laterite,Rabi,1073,27.5,66,Ragi
Laterite,Kharif,861,27.6,68,Ragi
Laterite,Zaid,746,25.5,74,Ragi
Laterite,Zaid,995,28.5,65,Ragi
Laterite,Zaid,789,25.5,64,Ragi
Laterite,Rabi,720,27.8,66,Ragi
Laterite,Kharif,1053,25.3,75,Ragi
Laterite,Zaid,862,26.8,75,Ragi
Laterite,Rabi,1125,26.9,67,Ragi
Laterite,Zaid,1090,26.8,60,Ragi
Laterite,Kharif,996,27.3,75,Ragi
Laterite,Rabi,1188,28.1,66,Ragi
Laterite,Kharif,1078,25.3,71,Ragi
Laterite,Kharif,830,25.2,73,Ragi
Laterite,Rabi,854,27.3,73,Ragi
Laterite,Kharif,1129,27.4,62,Ragi
Laterite,Kharif,942,25.6,61,Ragi
Laterite,Zaid,860,30.0,62,Ragi
Laterite,Rabi,1003,26.9,66,Ragi
Laterite,Rabi,849,29.8,66,Ragi
Laterite,Rabi,723,29.0,71,Ragi
Laterite,Zaid,1170,29.4,72,Ragi
Laterite,Zaid,832,27.6,64,Ragi
Laterite,Rabi,1150,26.6,63,Ragi
Laterite,Rabi,1134,28.6,74,Ragi
Laterite,Rabi,992,28.5,69,Ragi
Laterite,Kharif,1060,26.0,70,Ragi
Laterite,Kharif,755,29.6,66,Ragi
Laterite,Kharif,880,26.6,69,Ragi
Laterite,Rabi,1086,26.3,70,Ragi
Laterite,Kharif,1115,25.5,75,Ragi
Laterite,Rabi,749,28.9,61,Ragi
Laterite,Rabi,988,27.0,73,Ragi
Laterite,Zaid,791,29.9,64,Ragi
Laterite,Kharif,887,28.9,70,Ragi
Laterite,Kharif,1094,29.8,62,Ragi
Laterite,Zaid,750,27.9,73,Ragi
Laterite,Rabi,727,26.3,62,Ragi
Laterite,Kharif,1009,27.4,64,Ragi
Laterite,Zaid,1073,28.4,65,Ragi
Laterite,Kharif,1181,25.7,72,Ragi
Laterite,Zaid,745,28.3,71,Ragi
Laterite,Kharif,941,25.4,69,Ragi
Laterite,Zaid,1081,26.4,70,Ragi
Laterite,Rabi,1041,28.2,70,Ragi
Laterite,Rabi,747,27.4,67,Ragi
Laterite,Zaid,938,29.5,72,Ragi
Laterite,Zaid,1119,28.3,65,Ragi
Laterite,Zaid,1161,28.1,73,Ragi
Laterite,Kharif,876,28.6,69,Ragi
Laterite,Zaid,1048,28.5,68,Ragi
Laterite,Zaid,988,28.7,68,Ragi
Laterite,Kharif,708,27.9,68,Ragi
Laterite,Rabi,743,26.6,65,Ragi
Laterite,Kharif,910,25.4,65,Ragi
Laterite,Zaid,1076,27.6,63,Ragi
Laterite,Zaid,998,29.8,67,Ragi
Laterite,Kharif,1062,29.6,72,Ragi
Laterite,Zaid,1044,26.3,70,Ragi
Laterite,Zaid,800,29.6,64,Ragi
Laterite,Zaid,844,27.5,74,Ragi
Laterite,Rabi,829,28.4,67,Ragi
Laterite,Zaid,1078,28.0,60,Ragi
Laterite,Zaid,1008,26.5,72,Ragi
Laterite,Kharif,703,29.0,73,Ragi
Laterite,Kharif,820,26.3,64,Ragi
Laterite,Kharif,871,28.8,63,Ragi
Laterite,Kharif,741,27.4,62,Ragi
Laterite,Rabi,1189,28.8,67,Ragi
Laterite,Kharif,861,28.5,66,Ragi
Laterite,Zaid,1048,28.3,74,Ragi
Laterite,Rabi,1166,26.5,61,Ragi
Laterite,Rabi,886,29.7,75,Ragi
Laterite,Zaid,1114,26.9,67,Ragi
Laterite,Zaid,792,29.7,73,Ragi
Laterite,Kharif,1091,25.9,60,Ragi
Laterite,Kharif,1199,29.4,62,Ragi
Laterite,Kharif,941,27.9,69,Ragi
Laterite,Zaid,740,28.5,70,Ragi
Laterite,Kharif,819,28.7,61,Ragi
Laterite,Kharif,789,25.3,75,Ragi
Laterite,Rabi,1021,30.0,70,Ragi
Laterite,Rabi,701,27.8,73,Ragi
Laterite,Kharif,1166,29.7,73,Ragi
Laterite,Kharif,735,26.9,70,Ragi
Laterite,Kharif,722,29.2,70,Ragi
Laterite,Zaid,832,27.2,68,Ragi
Laterite,Kharif,951,29.7,68,Ragi
Laterite,Zaid,962,25.1,63,Ragi
Laterite,Rabi,1193,27.2,71,Ragi
Laterite,Kharif,787,28.4,68,Ragi
Laterite,Zaid,1038,25.1,74,Ragi
Laterite,Kharif,1169,29.0,60,Ragi
Laterite,Kharif,957,25.0,75,Ragi
Laterite,Rabi,712,25.9,60,Ragi
Laterite,Kharif,967,26.4,75,Ragi
Laterite,Kharif,1132,28.9,71,Ragi
Laterite,Rabi,880,26.2,66,Ragi
Laterite,Zaid,1122,26.7,68,Ragi
Laterite,Kharif,865,29.0,75,Ragi
Laterite,Rabi,917,27.0,66,Ragi
Laterite,Zaid,1088,26.0,64,Ragi
Laterite,Kharif,1075,26.5,72,Ragi
Laterite,Rabi,1057,26.1,68,Ragi
Laterite,Kharif,766,28.4,66,Ragi
Laterite,Rabi,907,26.7,67,Ragi
Laterite,Kharif,1024,29.5,72,Ragi
Laterite,Rabi,1118,25.7,66,Ragi
Laterite,Kharif,861,28.8,74,Ragi
Laterite,Kharif,887,26.3,68,Ragi
Laterite,Kharif,803,29.5,71,Ragi
Laterite,Rabi,1082,25.4,65,Ragi
Laterite,Zaid,1057,26.0,70,Ragi
Laterite,Rabi,1098,27.7,70,Ragi
Laterite,Rabi,1179,27.2,69,Ragi
Laterite,Rabi,1134,25.3,75,Ragi
Laterite,Kharif,724,25.6,75,Ragi
Laterite,Zaid,970,25.0,67,Ragi
Laterite,Kharif,869,26.4,72,Ragi
Laterite,Kharif,1010,28.5,68,Ragi
Laterite,Zaid,716,28.6,62,Ragi
Laterite,Rabi,871,28.3,67,Ragi
Laterite,Kharif,971,28.3,72,Ragi
Laterite,Kharif,833,27.2,68,Ragi
Laterite,Zaid,760,29.7,75,Ragi
Laterite,Kharif,1039,27.3,69,Ragi
Laterite,Kharif,720,29.8,60,Ragi
Laterite,Rabi,951,28.6,61,Ragi
Laterite,Kharif,798,26.7,60,Ragi
Laterite,Rabi,972,26.3,71,Ragi
Laterite,Zaid,812,25.2,64,Ragi
Laterite,Kharif,939,29.3,64,Ragi
Laterite,Rabi,970,28.0,68,Ragi
Laterite,Rabi,1006,27.4,72,Ragi
Laterite,Kharif,1084,26.5,62,Ragi
Laterite,Zaid,971,29.8,71,Ragi
Laterite,Rabi,1199,29.6,62,Ragi
Laterite,Kharif,975,29.9,61,Ragi
Laterite,Kharif,847,27.2,73,Ragi
Laterite,Zaid,723,25.7,62,Ragi
Laterite,Kharif,1168,29.9,64,Ragi
Laterite,Rabi,1028,25.3,62,Ragi
Laterite,Kharif,879,25.1,69,Ragi
Laterite,Kharif,1183,29.3,70,Ragi
Laterite,Zaid,1093,29.3,66,Ragi
Laterite,Zaid,933,29.0,68,Ragi
Laterite,Kharif,1072,25.6,72,Ragi
Laterite,Rabi,1000,27.5,75,Ragi
Laterite,Kharif,923,27.0,74,Ragi
Laterite,Rabi,743,26.9,63,Ragi
Laterite,Kharif,713,28.4,73,Ragi
Laterite,Kharif,726,26.2,71,Ragi
Laterite,Rabi,912,29.1,73,Ragi
Laterite,Zaid,871,26.8,74,Ragi
Laterite,Kharif,881,29.2,69,Ragi
Laterite,Zaid,1045,27.1,66,Ragi
Laterite,Rabi,1123,25.1,66,Ragi
Laterite,Zaid,1053,27.2,66,Ragi
Laterite,Zaid,914,29.9,71,Ragi
Laterite,Kharif,1060,29.1,61,Ragi
Laterite,Kharif,725,25.9,66,Ragi
Laterite,Rabi,705,28.8,60,Ragi
Laterite,Zaid,1135,26.5,70,Ragi
Laterite,Rabi,929,26.8,62,Ragi
Laterite,Kharif,746,27.0,64,Ragi
Laterite,Zaid,740,26.1,74,Ragi
Laterite,Rabi,882,25.2,64,Ragi
Laterite,Kharif,893,26.5,70,Ragi
Laterite,Rabi,903,27.6,70,Ragi
Laterite,Rabi,1104,29.5,63,Ragi
Laterite,Rabi,792,25.5,68,Ragi
Laterite,Zaid,842,29.0,66,Ragi
Laterite,Rabi,1087,25.4,74,Ragi
Laterite,Zaid,1097,28.2,74,Ragi
Laterite,Zaid,780,29.1,75,Ragi
Laterite,Rabi,882,27.3,68,Ragi
Laterite,Rabi,1061,29.0,70,Ragi
Laterite,Rabi,1007,27.6,67,Ragi
Laterite,Rabi,889,28.3,69,Ragi
Laterite,Zaid,865,27.5,60,Ragi
Laterite,Kharif,884,26.7,66,Ragi
Laterite,Kharif,827,27.5,75,Ragi
Laterite,Zaid,1171,29.3,70,Ragi
Laterite,Rabi,911,29.8,75,Ragi
Laterite,Kharif,805,28.9,64,Ragi
Laterite,Kharif,909,29.2,72,Ragi
Laterite,Zaid,883,27.6,73,Ragi
Laterite,Zaid,721,26.5,63,Ragi
Laterite,Rabi,1060,27.0,60,Ragi
Laterite,Zaid,1175,26.9,73,Ragi
Laterite,Rabi,1095,25.6,70,Ragi
Laterite,Rabi,1116,29.5,66,Ragi
Laterite,Kharif,1143,26.5,72,Ragi
Laterite,Zaid,948,27.1,66,Ragi
Laterite,Rabi,799,27.8,64,Ragi
Laterite,Kharif,947,27.1,67,Ragi
Laterite,Kharif,1198,26.8,64,Ragi
Laterite,Zaid,924,26.3,74,Ragi
Laterite,Rabi,1039,29.9,68,Ragi
Laterite,Kharif,1193,29.3,73,Ragi
Laterite,Rabi,1079,25.8,67,Ragi
Laterite,Rabi,806,27.9,65,Ragi
Laterite,Rabi,1067,25.7,74,Ragi
Laterite,Kharif,1119,26.5,71,Ragi
Laterite,Kharif,1096,26.1,65,Ragi
Laterite,Rabi,770,27.9,65,Ragi
Laterite,Zaid,1112,26.6,75,Ragi
Laterite,Kharif,823,28.6,63,Ragi
Laterite,Rabi,730,27.9,73,Ragi
Laterite,Zaid,1048,29.3,67,Ragi
Laterite,Rabi,1102,29.6,63,Ragi
Laterite,Zaid,1001,28.3,60,Ragi
Laterite,Kharif,1093,27.2,69,Ragi
Laterite,Zaid,1184,25.6,66,Ragi
Laterite,Zaid,743,29.8,70,Ragi
Laterite,Zaid,861,28.0,65,Ragi
Laterite,Zaid,1194,29.3,60,Ragi
Laterite,Rabi,780,25.3,63,Ragi
Laterite,Kharif,810,29.1,74,Ragi
Laterite,Rabi,1151,25.5,67,Ragi
Laterite,Kharif,991,28.9,64,Ragi
Laterite,Rabi,1074,29.0,64,Ragi
Laterite,Zaid,755,26.1,62,Ragi
Laterite,Zaid,1008,28.5,62,Ragi
Laterite,Kharif,782,27.3,63,Ragi
Laterite,Rabi,913,26.8,72,Ragi
Laterite,Rabi,1110,26.6,68,Ragi
Laterite,Kharif,942,28.6,72,Ragi
Laterite,Kharif,795,27.9,68,Ragi
Laterite,Zaid,750,26.0,63,Ragi
Laterite,Zaid,901,28.9,72,Ragi
Laterite,Kharif,813,25.4,68,Ragi
Laterite,Kharif,1157,26.8,63,Ragi
Laterite,Kharif,856,26.9,66,Ragi
Laterite,Rabi,874,29.8,63,Ragi
Laterite,Rabi,813,26.9,64,Ragi
Laterite,Kharif,1017,26.5,75,Ragi
Laterite,Rabi,879,26.1,67,Ragi
Laterite,Kharif,1170,26.0,74,Ragi
Laterite,Kharif,1060,28.6,65,Ragi
Laterite,Rabi,707,28.9,67,Ragi
Laterite,Rabi,1011,29.6,69,Ragi
Laterite,Kharif,845,27.6,73,Ragi
Laterite,Kharif,788,25.5,65,Ragi
Laterite,Zaid,804,27.5,60,Ragi
Laterite,Kharif,1144,28.6,66,Ragi
Laterite,Rabi,834,28.0,60,Ragi
Laterite,Kharif,767,27.6,64,Ragi
Laterite,Zaid,1090,28.8,72,Ragi
Laterite,Kharif,1054,29.0,69,Ragi
Laterite,Kharif,746,27.4,71,Ragi
Laterite,Kharif,981,26.8,75,Ragi
Laterite,Kharif,919,28.1,60,Ragi
Laterite,Rabi,921,29.0,61,Ragi
Laterite,Zaid,1023,27.5,73,Ragi
Laterite,Rabi,979,28.7,69,Ragi
Laterite,Kharif,1059,28.8,63,Ragi
Laterite,Zaid,1095,25.7,71,Ragi
Laterite,Rabi,810,27.6,72,Ragi
Laterite,Kharif,938,26.0,66,Ragi
Laterite,Rabi,1053,25.2,70,Ragi
Laterite,Rabi,1066,28.0,64,Ragi
Laterite,Zaid,1146,28.4,64,Ragi
Laterite,Kharif,1136,27.4,61,Ragi
Laterite,Kharif,854,28.8,71,Ragi
Laterite,Zaid,702,29.3,61,Ragi
Laterite,Kharif,1137,25.5,68,Ragi
Laterite,Kharif,819,27.9,69,Ragi
Laterite,Zaid,1138,26.8,60,Ragi
Laterite,Zaid,715,27.6,62,Ragi
Laterite,Kharif,1005,27.2,68,Ragi
Laterite,Kharif,1055,28.1,64,Ragi
Laterite,Rabi,947,27.7,71,Ragi
Laterite,Rabi,858,29.1,66,Ragi
Laterite,Kharif,919,25.7,66,Ragi
Laterite,Kharif,892,25.2,64,Ragi
Laterite,Kharif,742,26.4,72,Ragi
Laterite,Zaid,1185,28.2,75,Ragi
Laterite,Zaid,1155,27.8,64,Ragi
Laterite,Kharif,1150,27.7,72,Ragi
Laterite,Zaid,1116,28.9,64,Ragi
Laterite,Rabi,896,29.5,64,Ragi
Laterite,Kharif,814,28.9,73,Ragi
Laterite,Rabi,783,28.4,63,Ragi
Laterite,Kharif,1113,29.2,70,Ragi
Laterite,Zaid,783,29.6,67,Ragi
Laterite,Zaid,1094,25.5,71,Ragi
Laterite,Rabi,992,29.1,73,Ragi
Laterite,Zaid,791,29.2,60,Ragi
Laterite,Kharif,1133,25.3,73,Ragi
Laterite,Kharif,1124,29.9,65,Ragi
Laterite,Zaid,1091,28.4,72,Ragi
Laterite,Kharif,1006,29.2,74,Ragi
Laterite,Rabi,709,25.0,60,Ragi
Laterite,Rabi,753,30.0,60,Ragi
Laterite,Zaid,1171,29.7,60,Ragi
Laterite,Kharif,923,26.9,63,Ragi
Laterite,Kharif,1151,27.2,68,Ragi
Laterite,Zaid,1035,26.8,71,Ragi
Laterite,Kharif,741,26.6,68,Ragi
Laterite,Rabi,855,28.2,63,Ragi
Laterite,Zaid,767,25.7,74,Ragi
Laterite,Kharif,760,28.2,68,Ragi
Laterite,Kharif,1133,25.7,60,Ragi
Laterite,Kharif,1129,25.7,64,Ragi
Laterite,Kharif,1132,26.3,74,Ragi
Laterite,Rabi,1139,28.4,72,Ragi
Laterite,Zaid,1043,29.9,67,Ragi
Laterite,Kharif,1086,27.9,64,Ragi
Laterite,Kharif,859,26.4,67,Ragi
Laterite,Rabi,771,28.6,61,Ragi
Laterite,Rabi,1028,28.8,67,Ragi
Laterite,Zaid,853,25.2,65,Ragi
Laterite,Rabi,824,26.9,75,Ragi
Laterite,Zaid,1162,29.7,67,Ragi
Laterite,Rabi,710,27.8,72,Ragi
Laterite,Rabi,889,28.2,68,Ragi
Laterite,Zaid,840,28.2,62,Ragi
Laterite,Kharif,981,27.4,75,Ragi
Laterite,Rabi,1189,26.3,63,Ragi
Laterite,Rabi,1039,27.4,65,Ragi
Laterite,Rabi,1021,28.2,65,Ragi
Laterite,Rabi,1195,25.2,67,Cashew
Laterite,Zaid,957,27.6,73,Cashew
Laterite,Rabi,980,27.1,61,Cashew
Laterite,Rabi,949,27.6,71,Cashew
Laterite,Zaid,800,27.1,73,Cashew
Laterite,Rabi,773,25.3,73,Cashew
Laterite,Zaid,890,29.9,70,Cashew
Laterite,Rabi,850,27.5,70,Cashew
Laterite,Rabi,1078,25.2,72,Cashew
Laterite,Zaid,1128,27.4,71,Cashew
Laterite,Zaid,800,29.9,74,Cashew
Laterite,Rabi,1078,28.7,71,Cashew
Laterite,Kharif,807,29.0,60,Cashew
Laterite,Rabi,1153,28.7,72,Cashew
Laterite,Kharif,1089,27.1,70,Cashew
Laterite,Rabi,881,26.9,61,Cashew
Laterite,Rabi,967,29.0,70,Cashew
Laterite,Kharif,969,26.4,69,Cashew
Laterite,Zaid,1045,26.7,71,Cashew
Laterite,Rabi,963,27.9,70,Cashew
Laterite,Zaid,860,25.2,61,Cashew
Laterite,Kharif,1011,27.1,68,Cashew
Laterite,Kharif,812,29.9,69,Cashew
Laterite,Rabi,1122,25.5,68,Cashew
Laterite,Kharif,1019,25.4,73,Cashew
Laterite,Kharif,720,26.8,74,Cashew
Laterite,Kharif,1066,26.9,68,Cashew
Laterite,Zaid,953,27.5,66,Cashew
Laterite,Zaid,945,28.9,67,Cashew
Laterite,Kharif,951,29.3,70,Cashew
Laterite,Rabi,842,25.7,64,Cashew
Laterite,Zaid,1018,26.0,60,Cashew
Laterite,Rabi,940,27.0,67,Cashew
Laterite,Kharif,1180,27.0,64,Cashew
Laterite,Zaid,799,27.8,69,Cashew
Laterite,Kharif,985,29.0,68,Cashew
Laterite,Zaid,950,27.1,74,Cashew
Laterite,Kharif,1066,28.5,60,Cashew
Laterite,Kharif,1045,26.9,75,Cashew
Laterite,Rabi,1188,27.2,64,Cashew
Laterite,Zaid,1131,29.5,75,Cashew
Laterite,Kharif,1079,26.6,62,Cashew
Laterite,Kharif,820,29.6,62,Cashew
Laterite,Kharif,789,27.4,67,Cashew
Laterite,Rabi,1052,27.0,70,Cashew
Laterite,Rabi,919,26.5,72,Cashew
Laterite,Rabi,788,28.6,65,Cashew
Laterite,Kharif,1036,29.3,71,Cashew
Laterite,Rabi,1080,28.7,60,Cashew
Laterite,Zaid,833,29.3,66,Cashew
Laterite,Rabi,798,26.2,66,Cashew
Laterite,Rabi,1110,25.8,64,Cashew
Laterite,Kharif,1103,28.5,74,Cashew
Laterite,Zaid,939,30.0,70,Cashew
Laterite,Zaid,951,27.6,70,Cashew
Laterite,Rabi,785,26.4,75,Cashew
Laterite,Rabi,823,25.7,66,Cashew
Laterite,Kharif,1121,26.9,72,Cashew
Laterite,Rabi,711,27.1,67,Cashew
Laterite,Zaid,976,26.8,60,Cashew
Laterite,Zaid,723,29.1,64,Cashew
Laterite,Kharif,903,28.7,69,Cashew
Laterite,Rabi,1161,26.2,67,Cashew
Laterite,Zaid,1137,28.5,62,Cashew
Laterite,Rabi,882,26.8,66,Cashew
Laterite,Kharif,1155,25.5,69,Cashew
Laterite,Rabi,996,28.2,68,Cashew
Laterite,Kharif,700,28.0,73,Cashew
Laterite,Kharif,1156,27.5,68,Cashew
Laterite,Zaid,733,29.1,72,Cashew
Laterite,Zaid,1170,26.0,74,Cashew
Laterite,Zaid,1038,27.9,72,Cashew
Laterite,Kharif,867,29.1,72,Cashew
Laterite,Rabi,791,27.8,63,Cashew
Laterite,Rabi,1087,28.9,74,Cashew
Laterite,Kharif,722,27.3,69,Cashew
Laterite,Zaid,851,25.4,65,Cashew
Laterite,Kharif,851,25.7,69,Cashew
Laterite,Rabi,775,29.1,68,Cashew
Laterite,Zaid,1035,25.3,67,Cashew
Laterite,Zaid,742,28.3,64,Cashew
Laterite,Kharif,1030,29.9,60,Cashew
Laterite,Rabi,996,27.5,67,Cashew
Laterite,Rabi,931,28.5,60,Cashew
Laterite,Kharif,1012,27.7,65,Cashew
Laterite,Kharif,749,28.1,66,Cashew
Laterite,Kharif,1053,28.9,61,Cashew
Laterite,Zaid,811,27.8,71,Cashew
Laterite,Zaid,885,29.1,73,Cashew
Laterite,Kharif,1127,25.4,69,Cashew
Laterite,Rabi,1043,26.7,70,Cashew
Laterite,Kharif,838,25.5,68,Cashew
